ipsource,entropy ipdest,entropy portdst,ipdest,portdest
190.238.233.93,-0.0,-0.0,['193.194.76.228'],[445]
190.239.245.254,-0.0,-0.0,['193.194.76.240'],[23]
190.25.249.198,3.7004397181410926,-0.0,"['193.194.76.242', '193.194.76.230', '193.194.76.247', '193.194.76.224', '193.194.76.246', '193.194.76.251', '193.194.76.234', '193.194.76.222', '193.194.76.239', '193.194.76.249', '193.194.76.248', '193.194.76.250', '193.194.76.223']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
190.252.43.116,-0.0,-0.0,['193.194.76.226'],[5431]
190.28.79.51,-0.0,-0.0,['193.194.76.223'],[23]
190.38.41.32,-0.0,-0.0,['193.194.76.254'],[445]
190.39.54.117,-0.0,-0.0,['193.194.76.229'],[2323]
190.54.187.116,-0.0,-0.0,['193.194.76.237'],[23]
190.56.95.59,2.321928094887362,-0.0,"['193.194.76.225', '193.194.76.242', '193.194.76.240', '193.194.76.227', '193.194.76.247']","[445, 445, 445, 445, 445]"
190.57.23.194,-0.0,-0.0,['193.194.76.237'],[23]
190.78.85.226,-0.0,-0.0,['193.194.76.251'],[23]
190.94.140.48,-0.0,-0.0,"['193.194.76.232', '193.194.76.232']","[80, 80]"
191.0.89.114,-0.0,-0.0,['193.194.76.250'],[23]
191.103.252.84,-0.0,-0.0,['193.194.76.248'],[8080]
191.17.222.79,-0.0,-0.0,['193.194.76.224'],[23]
191.17.24.159,-0.0,-0.0,['193.194.76.233'],[8080]
191.178.146.6,-0.0,-0.0,['193.194.76.223'],[2323]
191.19.225.51,-0.0,-0.0,['193.194.76.241'],[23]
191.19.71.144,-0.0,-0.0,['193.194.76.226'],[8080]
191.193.52.120,-0.0,-0.0,['193.194.76.252'],[8080]
191.205.253.148,-0.0,-0.0,['193.194.76.237'],[80]
191.205.51.138,-0.0,-0.0,['193.194.76.229'],[80]
191.217.2.85,-0.0,-0.0,['193.194.76.236'],[23]
191.242.160.177,-0.0,-0.0,['193.194.76.224'],[23]
191.242.19.231,-0.0,-0.0,['193.194.76.248'],[445]
191.242.232.46,4.321928094887363,-0.0,"['193.194.76.224', '193.194.76.244', '193.194.76.236', '193.194.76.248', '193.194.76.253', '193.194.76.239', '193.194.76.247', '193.194.76.232', '193.194.76.249', '193.194.76.230', '193.194.76.245', '193.194.76.235', '193.194.76.226', '193.194.76.241', '193.194.76.254', '193.194.76.223', '193.194.76.246', '193.194.76.225', '193.194.76.222', '193.194.76.252']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
191.242.238.27,-0.0,-0.0,['193.194.76.233'],[445]
191.243.55.84,-0.0,-0.0,['193.194.76.235'],[80]
191.248.113.191,-0.0,-0.0,['193.194.76.231'],[23]
191.248.220.86,-0.0,-0.0,['193.194.76.249'],[80]
191.251.205.7,-0.0,-0.0,['193.194.76.242'],[23]
191.254.193.136,-0.0,-0.0,['193.194.76.246'],[23]
191.254.68.178,-0.0,-0.0,['193.194.76.248'],[23]
191.54.112.220,-0.0,-0.0,['193.194.76.225'],[23]
191.54.114.15,-0.0,-0.0,['193.194.76.232'],[9000]
191.54.4.242,-0.0,-0.0,['193.194.76.238'],[23]
191.8.175.206,-0.0,-0.0,['193.194.76.229'],[8080]
191.8.55.155,-0.0,-0.0,['193.194.76.252'],[23]
191.84.9.94,-0.0,-0.0,['193.194.76.242'],[23]
192.0.215.179,-0.0,-0.0,['193.194.76.228'],[22]
192.121.66.247,-0.0,-0.0,['193.194.76.234'],[5555]
192.228.216.34,-0.0,-0.0,['193.194.76.239'],[23]
192.40.95.26,-0.0,-0.0,['193.194.76.223'],[10003]
192.99.216.199,1.584962500721156,-0.0,"['193.194.76.225', '193.194.76.227', '193.194.76.243']","[445, 445, 445]"
193.105.62.72,-0.0,-0.0,['193.194.76.226'],[23]
193.106.29.106,4.403856189774724,1.3209242772281589,"['193.194.76.254', '193.194.76.247', '193.194.76.225', '193.194.76.239', '193.194.76.251', '193.194.76.252', '193.194.76.223', '193.194.76.228', '193.194.76.236', '193.194.76.232', '193.194.76.226', '193.194.76.227', '193.194.76.224', '193.194.76.225', '193.194.76.246', '193.194.76.232', '193.194.76.229', '193.194.76.242', '193.194.76.250', '193.194.76.249', '193.194.76.240', '193.194.76.248', '193.194.76.253', '193.194.76.254', '193.194.76.233']","[7300, 7300, 7300, 7300, 7300, 7300, 7300, 7300, 7300, 7300, 7300, 7300, 4001, 4001, 12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336]"
193.106.31.202,3.0,-0.0,"['193.194.76.230', '193.194.76.233', '193.194.76.245', '193.194.76.235', '193.194.76.231', '193.194.76.223', '193.194.76.253', '193.194.76.252']","[445, 445, 445, 445, 445, 445, 445, 445]"
193.110.202.130,2.584962500721156,-0.0,"['193.194.76.232', '193.194.76.236', '193.194.76.225', '193.194.76.235', '193.194.76.230', '193.194.76.226']","[1900, 1900, 1900, 1900, 1900, 1900]"
193.112.219.202,-0.0,1.584962500721156,"['193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229']","[22, 22, 22, 22, 1987, 1987, 1987, 1987, 2222, 2222, 2222, 2222]"
193.124.58.93,-0.0,-0.0,['193.194.76.231'],[445]
193.138.246.41,-0.0,-0.0,['193.194.76.243'],[23]
193.138.61.137,-0.0,-0.0,['193.194.76.249'],[5555]
193.189.89.5,-0.0,-0.0,"['193.194.76.245', '193.194.76.245', '193.194.76.245']","[445, 445, 445]"
193.194.103.77,5.038890872361584,1.584526491594394,"['193.194.76.225', '193.194.76.250', '193.194.76.240', '193.194.76.242', '193.194.76.237', '193.194.76.236', '193.194.76.228', '193.194.76.240', '193.194.76.223', '193.194.76.222', '193.194.76.229', '193.194.76.225', '193.194.76.226', '193.194.76.250', '193.194.76.240', '193.194.76.245', '193.194.76.236', '193.194.76.254', '193.194.76.245', '193.194.76.234', '193.194.76.242', '193.194.76.251', '193.194.76.231', '193.194.76.234', '193.194.76.249', '193.194.76.231', '193.194.76.225', '193.194.76.229', '193.194.76.224', '193.194.76.238', '193.194.76.250', '193.194.76.236', '193.194.76.252', '193.194.76.239', '193.194.76.246', '193.194.76.248', '193.194.76.229', '193.194.76.252', '193.194.76.245', '193.194.76.223', '193.194.76.243', '193.194.76.224', '193.194.76.251', '193.194.76.244', '193.194.76.231', '193.194.76.241', '193.194.76.242', '193.194.76.248', '193.194.76.244', '193.194.76.223', '193.194.76.246', '193.194.76.230', '193.194.76.237', '193.194.76.249', '193.194.76.234', '193.194.76.251', '193.194.76.254', '193.194.76.242', '193.194.76.253', '193.194.76.227', '193.194.76.233', '193.194.76.222', '193.194.76.254', '193.194.76.229', '193.194.76.244', '193.194.76.233', '193.194.76.235', '193.194.76.230', '193.194.76.252', '193.194.76.253', '193.194.76.241', '193.194.76.240', '193.194.76.248', '193.194.76.235', '193.194.76.234', '193.194.76.237', '193.194.76.232', '193.194.76.249', '193.194.76.239', '193.194.76.242', '193.194.76.232', '193.194.76.225', '193.194.76.246', '193.194.76.225', '193.194.76.226', '193.194.76.237', '193.194.76.251', '193.194.76.247', '193.194.76.247', '193.194.76.224', '193.194.76.234', '193.194.76.224', '193.194.76.248', '193.194.76.244', '193.194.76.245', '193.194.76.236', '193.194.76.247', '193.194.76.233', '193.194.76.228', '193.194.76.236', '193.194.76.247', '193.194.76.227', '193.194.76.248', '193.194.76.249', '193.194.76.247', '193.194.76.250', '193.194.76.223', '193.194.76.244', '193.194.76.231', '193.194.76.253', '193.194.76.254', '193.194.76.227', '193.194.76.235', '193.194.76.227', '193.194.76.241', '193.194.76.246', '193.194.76.241', '193.194.76.245', '193.194.76.253', '193.194.76.248', '193.194.76.240', '193.194.76.227', '193.194.76.246', '193.194.76.232', '193.194.76.238', '193.194.76.228', '193.194.76.238', '193.194.76.239', '193.194.76.225', '193.194.76.232', '193.194.76.247', '193.194.76.240', '193.194.76.235', '193.194.76.232', '193.194.76.245', '193.194.76.228', '193.194.76.234', '193.194.76.229', '193.194.76.230', '193.194.76.239', '193.194.76.254', '193.194.76.228', '193.194.76.235', '193.194.76.251', '193.194.76.239', '193.194.76.226', '193.194.76.224', '193.194.76.222', '193.194.76.231', '193.194.76.248', '193.194.76.252', '193.194.76.249', '193.194.76.231', '193.194.76.223', '193.194.76.254', '193.194.76.250', '193.194.76.238', '193.194.76.253', '193.194.76.241', '193.194.76.237', '193.194.76.244', '193.194.76.253', '193.194.76.236', '193.194.76.251', '193.194.76.246', '193.194.76.222', '193.194.76.244', '193.194.76.241', '193.194.76.226', '193.194.76.253', '193.194.76.232', '193.194.76.250', '193.194.76.224', '193.194.76.246', '193.194.76.232', '193.194.76.245', '193.194.76.230', '193.194.76.236', '193.194.76.225', '193.194.76.223', '193.194.76.226', '193.194.76.225', '193.194.76.238', '193.194.76.240', '193.194.76.233', '193.194.76.226', '193.194.76.229', '193.194.76.227', '193.194.76.252', '193.194.76.249', '193.194.76.243', '193.194.76.239', '193.194.76.250', '193.194.76.241', '193.194.76.234', '193.194.76.241', '193.194.76.242', '193.194.76.227', '193.194.76.237', '193.194.76.244', '193.194.76.229', '193.194.76.247', '193.194.76.242', '193.194.76.229', '193.194.76.240', '193.194.76.227', '193.194.76.241', '193.194.76.248', '193.194.76.227', '193.194.76.243', '193.194.76.252', '193.194.76.233', '193.194.76.231', '193.194.76.242', '193.194.76.253', '193.194.76.226', '193.194.76.230', '193.194.76.222', '193.194.76.223', '193.194.76.246', '193.194.76.233', '193.194.76.243', '193.194.76.222', '193.194.76.231', '193.194.76.242', '193.194.76.235', '193.194.76.245', '193.194.76.249', '193.194.76.241', '193.194.76.237', '193.194.76.238', '193.194.76.243', '193.194.76.222', '193.194.76.222', '193.194.76.246', '193.194.76.223', '193.194.76.236', '193.194.76.246', '193.194.76.234', '193.194.76.228', '193.194.76.233', '193.194.76.252', '193.194.76.228', '193.194.76.224', '193.194.76.242', '193.194.76.235', '193.194.76.236', '193.194.76.231', '193.194.76.254', '193.194.76.250', '193.194.76.252', '193.194.76.251', '193.194.76.237', '193.194.76.237', '193.194.76.234', '193.194.76.250', '193.194.76.235', '193.194.76.250', '193.194.76.237', '193.194.76.236', '193.194.76.244', '193.194.76.248', '193.194.76.230', '193.194.76.238', '193.194.76.243', '193.194.76.226', '193.194.76.226', '193.194.76.254', '193.194.76.229', '193.194.76.224', '193.194.76.246', '193.194.76.240', '193.194.76.245', '193.194.76.228', '193.194.76.224', '193.194.76.225', '193.194.76.232', '193.194.76.245', '193.194.76.235', '193.194.76.232', '193.194.76.230', '193.194.76.231', '193.194.76.254', '193.194.76.228', '193.194.76.245', '193.194.76.238', '193.194.76.250', '193.194.76.226', '193.194.76.244', '193.194.76.252', '193.194.76.242', '193.194.76.231', '193.194.76.223', '193.194.76.222', '193.194.76.240', '193.194.76.250', '193.194.76.249', '193.194.76.224', '193.194.76.249', '193.194.76.253', '193.194.76.234', '193.194.76.252', '193.194.76.239', '193.194.76.242', '193.194.76.253', '193.194.76.247', '193.194.76.239', '193.194.76.241', '193.194.76.238', '193.194.76.230', '193.194.76.247', '193.194.76.251', '193.194.76.236', '193.194.76.229', '193.194.76.232', '193.194.76.248', '193.194.76.251', '193.194.76.228', '193.194.76.228', '193.194.76.228', '193.194.76.240', '193.194.76.241', '193.194.76.232', '193.194.76.239', '193.194.76.235', '193.194.76.240', '193.194.76.227', '193.194.76.231', '193.194.76.251', '193.194.76.223', '193.194.76.243', '193.194.76.227', '193.194.76.224', '193.194.76.233', '193.194.76.253', '193.194.76.246', '193.194.76.245', '193.194.76.251', '193.194.76.230', '193.194.76.225', '193.194.76.223', '193.194.76.234', '193.194.76.235', '193.194.76.254', '193.194.76.223', '193.194.76.246', '193.194.76.237', '193.194.76.225', '193.194.76.249', '193.194.76.242', '193.194.76.247', '193.194.76.253', '193.194.76.237', '193.194.76.231', '193.194.76.234', '193.194.76.247', '193.194.76.229', '193.194.76.229', '193.194.76.239', '193.194.76.244', '193.194.76.229', '193.194.76.226', '193.194.76.237', '193.194.76.235', '193.194.76.254', '193.194.76.254', '193.194.76.243', '193.194.76.236', '193.194.76.248', '193.194.76.222', '193.194.76.225', '193.194.76.236', '193.194.76.230', '193.194.76.249', '193.194.76.239', '193.194.76.243', '193.194.76.224', '193.194.76.223', '193.194.76.249', '193.194.76.233', '193.194.76.234', '193.194.76.241', '193.194.76.236', '193.194.76.241', '193.194.76.239', '193.194.76.239', '193.194.76.249', '193.194.76.225', '193.194.76.226', '193.194.76.244', '193.194.76.224', '193.194.76.252', '193.194.76.223', '193.194.76.239', '193.194.76.249', '193.194.76.222', '193.194.76.237', '193.194.76.235', '193.194.76.225', '193.194.76.238', '193.194.76.233', '193.194.76.244', '193.194.76.233', '193.194.76.240', '193.194.76.248', '193.194.76.230', '193.194.76.226', '193.194.76.227', '193.194.76.242', '193.194.76.222', '193.194.76.248', '193.194.76.232', '193.194.76.232', '193.194.76.237', '193.194.76.223', '193.194.76.236', '193.194.76.252', '193.194.76.226', '193.194.76.253', '193.194.76.254', '193.194.76.241', '193.194.76.227', '193.194.76.242', '193.194.76.241', '193.194.76.246', '193.194.76.238', '193.194.76.247', '193.194.76.252', '193.194.76.250', '193.194.76.248', '193.194.76.232', '193.194.76.224', '193.194.76.254', '193.194.76.251', '193.194.76.243', '193.194.76.226', '193.194.76.253', '193.194.76.249', '193.194.76.244', '193.194.76.234', '193.194.76.222', '193.194.76.253', '193.194.76.239', '193.194.76.222', '193.194.76.243', '193.194.76.230', '193.194.76.245', '193.194.76.232', '193.194.76.230', '193.194.76.231', '193.194.76.254', '193.194.76.233', '193.194.76.243', '193.194.76.229', '193.194.76.244', '193.194.76.245', '193.194.76.243', '193.194.76.229', '193.194.76.245', '193.194.76.237', '193.194.76.242', '193.194.76.247', '193.194.76.233', '193.194.76.238', '193.194.76.236', '193.194.76.232', '193.194.76.254', '193.194.76.250', '193.194.76.250', '193.194.76.234', '193.194.76.238', '193.194.76.240', '193.194.76.240', '193.194.76.242', '193.194.76.253', '193.194.76.247', '193.194.76.235', '193.194.76.225', '193.194.76.239', '193.194.76.236', '193.194.76.251', '193.194.76.253', '193.194.76.223', '193.194.76.237', '193.194.76.249', '193.194.76.252', '193.194.76.225', '193.194.76.248', '193.194.76.245', '193.194.76.251', '193.194.76.243', '193.194.76.246', '193.194.76.235', '193.194.76.225', '193.194.76.243', '193.194.76.230', '193.194.76.225', '193.194.76.231', '193.194.76.250', '193.194.76.246', '193.194.76.222', '193.194.76.251']","[7547, 23, 23, 8291, 8291, 23, 8291, 8291, 7547, 23, 8291, 23, 23, 23, 7547, 7547, 23, 7547, 8291, 7547, 7547, 7547, 23, 23, 7547, 8291, 8291, 23, 7547, 23, 8291, 8291, 7547, 7547, 23, 23, 23, 23, 8291, 23, 23, 8291, 7547, 7547, 23, 8291, 8291, 7547, 8291, 8291, 23, 8291, 23, 23, 23, 23, 8291, 23, 8291, 23, 7547, 23, 23, 7547, 23, 8291, 8291, 7547, 7547, 7547, 23, 23, 23, 8291, 8291, 7547, 7547, 8291, 8291, 23, 23, 7547, 8291, 23, 23, 7547, 23, 7547, 23, 23, 8291, 8291, 8291, 8291, 7547, 8291, 8291, 8291, 8291, 7547, 23, 7547, 7547, 8291, 8291, 7547, 7547, 23, 23, 8291, 7547, 23, 23, 23, 7547, 7547, 8291, 23, 7547, 23, 7547, 8291, 7547, 23, 7547, 7547, 23, 7547, 8291, 8291, 7547, 7547, 7547, 7547, 7547, 23, 7547, 23, 7547, 23, 8291, 7547, 7547, 7547, 23, 7547, 23, 7547, 8291, 8291, 7547, 7547, 7547, 8291, 8291, 8291, 8291, 23, 8291, 8291, 7547, 23, 8291, 8291, 8291, 23, 23, 23, 23, 23, 8291, 23, 7547, 8291, 7547, 8291, 23, 23, 23, 23, 8291, 8291, 7547, 8291, 7547, 23, 8291, 7547, 7547, 23, 23, 8291, 8291, 23, 23, 7547, 23, 23, 23, 7547, 7547, 8291, 7547, 8291, 8291, 8291, 8291, 8291, 8291, 8291, 8291, 7547, 23, 8291, 7547, 7547, 8291, 8291, 8291, 23, 23, 8291, 7547, 8291, 7547, 23, 8291, 7547, 7547, 23, 8291, 7547, 8291, 23, 23, 7547, 23, 7547, 8291, 7547, 23, 23, 8291, 23, 23, 8291, 7547, 7547, 23, 7547, 23, 23, 7547, 8291, 8291, 23, 7547, 7547, 8291, 8291, 23, 23, 7547, 23, 23, 7547, 8291, 7547, 7547, 7547, 7547, 23, 7547, 8291, 23, 7547, 8291, 23, 8291, 7547, 8291, 8291, 23, 7547, 7547, 8291, 23, 8291, 7547, 8291, 8291, 7547, 23, 7547, 7547, 8291, 8291, 8291, 7547, 8291, 23, 7547, 8291, 7547, 8291, 7547, 23, 7547, 7547, 8291, 23, 23, 7547, 23, 8291, 7547, 8291, 23, 8291, 23, 23, 8291, 23, 23, 23, 7547, 7547, 7547, 7547, 7547, 7547, 23, 8291, 8291, 7547, 23, 8291, 8291, 23, 23, 23, 7547, 8291, 8291, 8291, 8291, 8291, 23, 23, 23, 7547, 23, 7547, 23, 7547, 23, 8291, 7547, 8291, 8291, 23, 7547, 23, 23, 7547, 8291, 8291, 8291, 23, 8291, 7547, 8291, 7547, 23, 7547, 7547, 7547, 23, 8291, 7547, 8291, 8291, 23, 23, 23, 7547, 7547, 8291, 23, 23, 7547, 8291, 7547, 8291, 8291, 23, 8291, 7547, 8291, 23, 8291, 8291, 7547, 8291, 7547, 23, 7547, 8291, 7547, 23, 7547, 23, 7547, 23, 8291, 7547, 23, 23, 23, 23, 7547, 7547, 8291, 23, 23, 23, 8291, 23, 7547, 8291, 23, 23, 7547, 7547, 8291, 8291, 7547, 23, 23, 23, 7547, 8291, 7547, 7547, 23, 23, 23, 8291, 7547, 7547, 8291, 23, 7547, 7547, 7547, 23, 23, 23, 8291, 7547, 8291, 8291, 23, 7547, 7547, 7547, 23, 7547, 8291, 23, 8291, 7547, 7547, 23, 7547, 8291, 23, 23, 7547, 8291, 7547, 8291, 23, 8291, 23, 8291, 23, 7547, 7547, 8291, 23, 23, 7547, 7547, 8291, 8291, 7547, 23, 8291, 7547, 8291, 23]"
193.194.107.163,5.044394119358454,-0.0,"['193.194.76.253', '193.194.76.231', '193.194.76.228', '193.194.76.234', '193.194.76.252', '193.194.76.248', '193.194.76.247', '193.194.76.245', '193.194.76.224', '193.194.76.242', '193.194.76.227', '193.194.76.239', '193.194.76.232', '193.194.76.249', '193.194.76.246', '193.194.76.237', '193.194.76.243', '193.194.76.222', '193.194.76.229', '193.194.76.251', '193.194.76.236', '193.194.76.225', '193.194.76.241', '193.194.76.244', '193.194.76.230', '193.194.76.238', '193.194.76.223', '193.194.76.233', '193.194.76.235', '193.194.76.250', '193.194.76.240', '193.194.76.254', '193.194.76.226', '193.194.76.244', '193.194.76.235', '193.194.76.253', '193.194.76.248', '193.194.76.230', '193.194.76.229', '193.194.76.233', '193.194.76.238', '193.194.76.236', '193.194.76.228', '193.194.76.226', '193.194.76.252', '193.194.76.223', '193.194.76.231', '193.194.76.254', '193.194.76.239', '193.194.76.240', '193.194.76.242', '193.194.76.250', '193.194.76.251', '193.194.76.224', '193.194.76.237', '193.194.76.222', '193.194.76.227', '193.194.76.234', '193.194.76.245', '193.194.76.249', '193.194.76.241', '193.194.76.246', '193.194.76.243', '193.194.76.232', '193.194.76.247', '193.194.76.225', '193.194.76.239', '193.194.76.234', '193.194.76.223', '193.194.76.222', '193.194.76.236', '193.194.76.244', '193.194.76.246', '193.194.76.237', '193.194.76.232', '193.194.76.254', '193.194.76.230', '193.194.76.242', '193.194.76.224', '193.194.76.233', '193.194.76.249', '193.194.76.227', '193.194.76.245', '193.194.76.228', '193.194.76.241', '193.194.76.235', '193.194.76.243', '193.194.76.229', '193.194.76.226', '193.194.76.238', '193.194.76.225', '193.194.76.251', '193.194.76.248', '193.194.76.247', '193.194.76.231', '193.194.76.253', '193.194.76.252', '193.194.76.250', '193.194.76.240', '193.194.76.236', '193.194.76.253', '193.194.76.249', '193.194.76.225', '193.194.76.250', '193.194.76.233', '193.194.76.245', '193.194.76.222', '193.194.76.230', '193.194.76.251', '193.194.76.237', '193.194.76.243', '193.194.76.227', '193.194.76.254', '193.194.76.238', '193.194.76.234', '193.194.76.244', '193.194.76.226', '193.194.76.223', '193.194.76.235', '193.194.76.228', '193.194.76.240', '193.194.76.248', '193.194.76.231', '193.194.76.241', '193.194.76.232', '193.194.76.229', '193.194.76.252', '193.194.76.224', '193.194.76.246', '193.194.76.247', '193.194.76.242', '193.194.76.239', '193.194.76.249', '193.194.76.239', '193.194.76.238', '193.194.76.228', '193.194.76.230', '193.194.76.247', '193.194.76.222', '193.194.76.231', '193.194.76.225', '193.194.76.224', '193.194.76.253', '193.194.76.250', '193.194.76.246', '193.194.76.248', '193.194.76.236', '193.194.76.252', '193.194.76.241', '193.194.76.226', '193.194.76.254', '193.194.76.245', '193.194.76.243', '193.194.76.235', '193.194.76.251', '193.194.76.234', '193.194.76.223', '193.194.76.240', '193.194.76.233', '193.194.76.244', '193.194.76.237', '193.194.76.229', '193.194.76.232', '193.194.76.227', '193.194.76.242']","[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]"
193.226.177.40,-0.0,-0.0,['193.194.76.225'],[23]
193.232.100.109,1.0,-0.0,"['193.194.76.235', '193.194.76.226']","[445, 445]"
193.233.6.173,3.906890595608518,-0.0,"['193.194.76.254', '193.194.76.250', '193.194.76.244', '193.194.76.243', '193.194.76.226', '193.194.76.247', '193.194.76.251', '193.194.76.253', '193.194.76.234', '193.194.76.231', '193.194.76.232', '193.194.76.237', '193.194.76.222', '193.194.76.227', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
193.248.135.79,5.044394119358454,-0.0,"['193.194.76.222', '193.194.76.223', '193.194.76.224', '193.194.76.225', '193.194.76.226', '193.194.76.227', '193.194.76.228', '193.194.76.230', '193.194.76.229', '193.194.76.231', '193.194.76.232', '193.194.76.233', '193.194.76.234', '193.194.76.236', '193.194.76.235', '193.194.76.237', '193.194.76.238', '193.194.76.239', '193.194.76.240', '193.194.76.241', '193.194.76.242', '193.194.76.243', '193.194.76.222', '193.194.76.223', '193.194.76.225', '193.194.76.224', '193.194.76.228', '193.194.76.227', '193.194.76.226', '193.194.76.229', '193.194.76.230', '193.194.76.231', '193.194.76.232', '193.194.76.235', '193.194.76.233', '193.194.76.237', '193.194.76.234', '193.194.76.236', '193.194.76.239', '193.194.76.238', '193.194.76.240', '193.194.76.242', '193.194.76.241', '193.194.76.243', '193.194.76.244', '193.194.76.245', '193.194.76.246', '193.194.76.247', '193.194.76.248', '193.194.76.249', '193.194.76.250', '193.194.76.251', '193.194.76.252', '193.194.76.253', '193.194.76.254', '193.194.76.244', '193.194.76.247', '193.194.76.248', '193.194.76.245', '193.194.76.249', '193.194.76.246', '193.194.76.250', '193.194.76.254', '193.194.76.252', '193.194.76.251', '193.194.76.253']","[6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379]"
193.251.38.164,-0.0,-0.0,['193.194.76.243'],[81]
193.31.207.140,-0.0,-0.0,['193.194.76.222'],[23]
193.32.161.48,4.943131063339886,2.1270784069005817,"['193.194.76.226', '193.194.76.234', '193.194.76.235', '193.194.76.240', '193.194.76.222', '193.194.76.243', '193.194.76.244', '193.194.76.236', '193.194.76.246', '193.194.76.233', '193.194.76.238', '193.194.76.227', '193.194.76.225', '193.194.76.247', '193.194.76.223', '193.194.76.229', '193.194.76.253', '193.194.76.254', '193.194.76.237', '193.194.76.254', '193.194.76.253', '193.194.76.251', '193.194.76.252', '193.194.76.237', '193.194.76.222', '193.194.76.228', '193.194.76.246', '193.194.76.227', '193.194.76.242', '193.194.76.249', '193.194.76.232', '193.194.76.240', '193.194.76.233', '193.194.76.224', '193.194.76.241', '193.194.76.248', '193.194.76.235', '193.194.76.225', '193.194.76.239', '193.194.76.245', '193.194.76.231', '193.194.76.250', '193.194.76.247', '193.194.76.243', '193.194.76.238', '193.194.76.236', '193.194.76.229', '193.194.76.244', '193.194.76.251', '193.194.76.246', '193.194.76.248', '193.194.76.254', '193.194.76.249', '193.194.76.250', '193.194.76.252', '193.194.76.226', '193.194.76.223', '193.194.76.230', '193.194.76.247', '193.194.76.251', '193.194.76.234', '193.194.76.243', '193.194.76.229', '193.194.76.240', '193.194.76.253', '193.194.76.222', '193.194.76.228', '193.194.76.251', '193.194.76.249', '193.194.76.232', '193.194.76.228', '193.194.76.230', '193.194.76.229', '193.194.76.225', '193.194.76.235', '193.194.76.234', '193.194.76.242', '193.194.76.248', '193.194.76.247', '193.194.76.246']","[35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35967, 35966, 35967, 35967, 35967, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35965, 35966, 35966, 35966, 35966, 35966, 35966, 35966, 35965, 35965, 35965, 35966, 59233, 59234, 59235, 59234, 59234, 59235, 59235, 59235, 59235, 59235, 59235, 59234, 59235, 59235, 59235, 59235, 59235, 59235, 59235, 59235, 59235]"
193.32.163.110,4.368522527728206,1.1770225546116342,"['193.194.76.252', '193.194.76.249', '193.194.76.237', '193.194.76.235', '193.194.76.254', '193.194.76.251', '193.194.76.250', '193.194.76.228', '193.194.76.223', '193.194.76.243', '193.194.76.248', '193.194.76.244', '193.194.76.231', '193.194.76.229', '193.194.76.250', '193.194.76.246', '193.194.76.225', '193.194.76.230', '193.194.76.236', '193.194.76.245', '193.194.76.238', '193.194.76.222']","[3390, 3390, 3489, 3489, 3489, 3489, 3489, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389, 3389]"
